# One verdict per exception. Hand-written; the field list beside it,
# testdata/api-fields.json, is not — `gates api-diff` writes that.
#
# out		the property is published and this server deliberately does not model it
# extra		the field is modelled and public discovery does not publish it
# alias		the schema is modelled by the struct the reason names (property *)
# owner		which API a struct of a shared name models (property *)
# unrelated	a struct sharing this schema's name is about something else (property *)
# local		a struct in internal/gdrive that models no published schema at all (property *)
#
# local is the one verdict whose SECOND column names a Go struct rather
# than a schema, and whose API column is therefore `-`. It is what makes
# the set of compared types part of the rule: the gate walks the wire
# package as well as the snapshot, so a type renamed out of the way fails
# here instead of quietly dropping out of the comparison.
#
# The rule an out row is judged against: if a tool here WRITES a field,
# the types must carry it, because a person should not be able to set
# something no read will show them. Nothing below is written by a tool.
#
# api	schema	property	verdict	reason
#
# Five schema names are published by both Drive and the Activity API,
# which describes the same things from the outside: an activity's target
# is a file, but the Activity API's File is a name and a MIME type, not
# Drive's file resource. Every one of these structs is Drive's; the
# Activity API's own shapes are modelled under their own names.
drive	Comment	*	owner	Drive's resource, not the Activity API's description of one
drive	Drive	*	owner	Drive's resource, not the Activity API's description of one
drive	File	*	owner	Drive's resource, not the Activity API's description of one
drive	Permission	*	owner	Drive's resource, not the Activity API's description of one
drive	User	*	owner	Drive's resource, not the Activity API's description of one
#
# `kind` is Google saying what it just sent — "drive#file" on a file,
# "drive#fileList" on a listing. It is the same string every time for a
# given type, it says nothing a caller did not already know, and nothing
# here reads it.
drive	Approval	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	Change	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	Label	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	LabelField	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	LabelFieldModification	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	LabelModification	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	ModifyLabelsRequest	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	ModifyLabelsResponse	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	Reply	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	ReviewerResponse	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	Revision	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	About	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	ApprovalList	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	CommentList	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	DriveList	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	LabelList	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	PermissionList	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	RevisionList	kind	out	Google restating the type it just sent; a caller already knows what it asked for
#
# Team Drives were renamed shared drives in 2020 and Drive still
# publishes the old spelling beside the new one. This server reads the
# new one.
drive	Change	teamDrive	out	deprecated alias of drive; the new spelling is modelled
drive	Change	teamDriveId	out	deprecated alias of driveId; the new spelling is modelled
drive	Change	type	out	deprecated alias of changeType; the new spelling is modelled
drive	About	canCreateTeamDrives	out	deprecated alias of canCreateDrives; the new spelling is modelled
drive	About	teamDriveThemes	out	deprecated alias of driveThemes, which is itself out below
#
# About: what the signed-in account can do. This server reads the quota
# and the user; the rest is for a client that draws Drive's own UI.
drive	About	appInstalled	out	whether the caller's own Drive app is installed; this server is not a Drive app
drive	About	driveThemes	out	background images and colours for a shared drive, which no tool sets or shows
drive	About	folderColorPalette	out	the colours Drive's UI offers for a folder; no tool sets a folder colour
#
# Content restrictions: this server reports whether a file is locked and
# by whom. Who is *allowed* to lift the lock is a separate question no
# tool asks or answers.
drive	ContentRestriction	ownerRestricted	out	whether only the owner may lift the restriction; no tool sets or reports it
drive	ContentRestriction	systemRestricted	out	a lock Google applied that nobody can lift; read-only and never surfaced
#
# Comment replies: this server reads and writes plain text, the same
# choice add_comment and reply_comment make on the way in.
drive	Reply	htmlContent	out	Google's HTML rendering of the same text; this server reads and writes plain text
drive	Reply	assigneeEmailAddress	out	comment assignment is a Docs UI feature no tool sets or reports
drive	Reply	mentionedEmailAddresses	out	who a reply mentions; no tool resolves mentions
#
# Publishing a revision to the web is a Docs feature reached through the
# Docs UI, not through manage_revision, which keeps and pins revisions.
drive	Revision	publishAuto	out	whether later revisions publish automatically; no tool publishes
drive	Revision	publishedLink	out	the public URL of a published revision; no tool publishes
drive	Revision	publishedOutsideDomain	out	whether a published revision is visible outside the domain; no tool publishes
#
# An activity's actions.
driveactivity	DriveActivity	actions	out	list_activity reports primaryActionDetail, the one action Google names as the summary of a consolidated activity; the full list repeats it per target
#
# The five colliding schemas, now that the owner rows above bring them
# into comparison. Their own gaps had been hidden by the collision.
drive	Comment	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	Drive	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	File	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	Permission	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	User	kind	out	Google restating the type it just sent; a caller already knows what it asked for
drive	File	teamDriveId	out	deprecated alias of driveId; the new spelling is modelled
drive	Permission	teamDrivePermissionDetails	out	deprecated alias of permissionDetails; the new spelling is modelled
#
# A comment's assignment, mentions and HTML are the same three this
# record writes off on a Reply, for the same reasons.
drive	Comment	htmlContent	out	Google's HTML rendering of the same text; this server reads and writes plain text
drive	Comment	assigneeEmailAddress	out	comment assignment is a Docs UI feature no tool sets or reports
drive	Comment	mentionedEmailAddresses	out	who a comment mentions; no tool resolves mentions
#
# Shared drive theming, as About.driveThemes above: pictures for Drive's
# own UI, which nothing here draws.
drive	Drive	backgroundImageFile	out	the image and crop a shared drive shows behind its name; no tool sets or shows a drive's appearance
drive	Drive	backgroundImageLink	out	the URL of that image, read-only; no tool sets or shows a drive's appearance
drive	Drive	themeId	out	the named theme a shared drive uses; no tool sets or shows a drive's appearance
#
# A file's media: this server reports what a file IS — name, type, size,
# checksums, where it lives, who can reach it — not what is inside it.
# Pixels, durations and thumbnails belong to a client that displays
# files, and download_file is how the bytes are had.
drive	File	imageMediaMetadata	out	width, height, aperture and the rest of an image's EXIF; no tool sets or shows it
drive	File	videoMediaMetadata	out	a video's width, height and duration; no tool sets or shows it
drive	File	thumbnailLink	out	a short-lived URL to a preview image; no tool sets or shows it
drive	File	thumbnailVersion	out	the version of that preview, for cache invalidation; no tool sets or shows it
drive	File	contentHints	out	a caller-supplied thumbnail and indexable text, set at upload; no tool sets or shows it
drive	File	sha1Checksum	out	md5Checksum and sha256Checksum are modelled and reported; a third digest of the same bytes adds nothing
#
# Per-user state. The two timestamps beside these — modifiedByMeTime and
# viewedByMeTime — are modelled and say the same thing with a date on it.
drive	File	modifiedByMe	out	modifiedByMeTime is modelled and carries when, not just whether
drive	File	viewedByMe	out	viewedByMeTime is modelled and carries when, not just whether
#
# Security and app plumbing no tool sets or reports. list_permissions and
# share_file work in roles and types; capabilities is what this server
# reads to say what the signed-in account may do.
drive	File	clientEncryptionDetails	out	whether the file is client-side encrypted, and with which key
drive	File	downloadRestrictions	out	a download and copy restriction newer than this server's guard
drive	File	hasAugmentedPermissions	out	whether a shared-drive file carries permissions beyond the drive's
drive	File	inheritedPermissionsDisabled	out	whether a folder stops inheriting permissions
drive	File	isAppAuthorized	out	whether the file was created by the calling app; this server is not a Drive app
drive	File	viewersCanCopyContent	out	deprecated alias of copyRequiresWriterPermission, which is modelled
